12/30/1999,PA-28-R-201,8265S,1,FCM FCM,1.2,,,4,,,,,,,,,1.2,,1.2,,,,
12/31/1999,PA-28-161,2208V,1,FCM FCM,0.8,,,2,,,,,,,,,0.8,,0.8,,,,
1/4/2000,PA-28-161,2548M,1,FCM FCM,1.0,,,5,,,,,,,,,1.0,,,,,,
1/6/2000,PA-28-161,2208V,1,FCM FCM,0.8,,,1,,,,,,,,,0.8,,0.8,,,,
1/7/2000,PA-28-161,2240G,1,FCM FCM,1.1,,,5,,,,,,,,,1.1,,1.1,,,,
1/7/2000,PA-28-161,2208V,1,FCM FCM,0.2,,,1,,,,,,,,,0.2,,,,,,
1/8/2000,PA-28-R-201,8265S,1,FCM IGQ,2.5,2.5,,1,1,0.5,,,1.0,,2.5,,2.5,,,,,,
1/11/2000,PA-28-R-201,8265S,1,IGQ FCM,4.1,4.1,,1,,0.1,,,,,,,4.1,,,,,,
1/14/2000,M205-201,57651,1,FCM RGK LVN FCM,2.0,2.0,,1,,,1.0,,,,2.0,,2.0,,2.0,,,,
1/15/2000,PA-28-161,2208V,1,FCM FCM,0.8,,,6,,,,,,,,,0.8,,,,,,
1/27/2000,PA-28-181,92505,1,FCM DLH,1.6,1.6,,1,1,,,,1.0,,1.6,,1.6,,,,,,
1/27/2000,PA-28-181,92505,1,DLH FCM,1.5,1.5,,1,1,,,,1.5,,1.5,,1.5,,,,,,
1/28/2000,PA-28-161,2208V,1,FCM DYT FCM,1.5,1.5,,1,,,,,,,1.0,,1.5,,,,,,
1/31/2000,PA-28-161,4337V,1,FCM FCM,0.5,,,4,,,,,,,,,0.5,,,,,,
2/1/2000,PA-28-161,2548M,1,FCM FCM,1.5,,,8,,,,,,,,,1.5,,,,,,
2/4/2000,PA-28-R-201,8265S,1,FCM FCM,0.9,,,4,,,,,,,,,0.9,,0.9,,,,
2/5/2000,PA-28-161,2208V,1,FCM FCM,0.5,,,1,,,,,,,,,0.5,,0.5,,,,
2/6/2000,PA-28-161,2240G,1,FCM FCM,0.9,,,2,,,,,,,,,0.9,,0.9,,,,
2/14/2000,PA-44-180,21318,1,FCM FCM,1.2,,,3,,,,,,,,,,,1.2,,,,
2/18/2000,PA-44-180,21318,1,FCM FCM,1.1,,,1,,,0.4,,,,,,,,1.1,,,,
3/14/2000,PA-44-180,21318,1,FCM FCM,1.6,,,3,,,,,,,,,,,1.6,,,,
3/15/2000,PA-44-180,2083D,1,FCM FCM,1.0,,,1,,,,,,,,,,,1.0,,,,
3/16/2000,PA-44-180,2083D,1,FCM FCM,0.8,,,4,,,,,,,,,,,0.8,,,,
3/17/2000,PA-44-180,2083D,1,FCM FCM,1.1,,,1,,,,,,,,,,,1.1,,,,
3/17/2000,PA-28-R-201,8265S,1,FCM FCM,0.7,,,1,,,,,,,,,0.7,,,,,,
4/6/2000,PA-44-180,2083D,1,FCM FCM,1.2,,,3,,,,,,,,,,,1.2,,,,
4/9/2000,PA-44-180,21318,1,FCM FCM,1.6,,,1,,,1.3,,,,,,,,1.6,,,,
4/12/2000,PA-28-181,92505,1,FCM FCM,1.7,,,1,,,1.5,,,,,,1.7,,1.7,,,,
4/27/2000,PA-44-180,2083D,1,FCM FCM,0.2,,,1,,,,,,,,,,,0.2,,,,
4/29/2000,PA-28-161,2240G,1,FCM FCM,1.2,,,1,,,,,,,,,1.2,,,,,,
4/30/2000,PA-44-180,2083D,1,FCM FCM,1.1,,,2,,,,,,,,,,,1.1,,,,
5/6/2000,PA-44-180,21318,1,FCM AXN FCM,3.0,3.0,,3,,,0.7,,3.0,,3.0,,,,3.0,,,,
5/7/2000,PA-44-180,21318,1,FCM BRD FCM,2.1,2.1,,1,,,,,,,2.1,,,,2.1,,,,
5/8/2000,PA-44-180,21318,1,FCM FCM,1.3,,,1,,,1.0,,,,,,,,1.3,,,,
5/18/2000,PA-44-180,2083D,1,FCM FCM,1.5,,,1,,,0.6,,,,,,,,1.5,,,,
5/23/2000,PA-44-180,2083D,1,FCM FCM,1.0,,,1,,,,,,,,,,,1.0,,,,
5/26/2000,PA-28-161,2240G,1,FCM FCM,1.2,,,1,,,,,,,,,1.2,,,,,,
5/29/2000,PA-28-161,2208V,1,FCM FCM,1.1,,,1,,,,,,,,,1.1,,,,,,
5/31/2000,PA-28-R-201,N2563DC,1,FCM FCM,1.2,,,1,,,,,,,,,1.2,,1.2,,,,
6/9/2000,PA-28-R-201,N2563DC,1,FCM FCM,1.6,,,1,,,,,,,,,1.6,,,,,,Commercial Checkride
6/25/2000,C172,64AF,1,DPA DPA,1.7,,,1,,,,,,,,,1.7,,1.7,,,,
6/26/2000,C172-RG,751DW,1,DPA DPA,0.7,,,1,,,,,,,,,0.7,,0.7,,,,
6/27/2000,C172,97224,1,DPA DPA,0.7,,,1,,,,,,,,,0.7,,0.7,,,,
7/4/2000,C172-RG,751DW,1,DPA DKB DPA,1.2,1.2,,1,,,,,,,,,1.2,,1.2,,,,
7/15/2000,C172-RG,616SF,1,DPA DKB DPA,2.4,2.4,,1,,,,,,,,,2.4,,2.4,,,,
7/18/2000,C172-RG,751DW,1,PWK DPA PWK,2.2,2.2,,1,,,,,,,,,2.2,,2.2,,,,
7/19/2000,C172-RG,616SF,1,DPA DKB DPA,1.4,1.4,,1,,,,,,,,,1.4,,1.4,,,,
8/30/2000,PA-28-R-201,N2563DC,1,FCM STP FCM,1.6,1.6,,1,,,,,,,,,1.6,,,,,,
8/31/2000,PA-28-R-201,N2563DC,1,STP STP,1.4,,,1,,,,,,,,,1.4,,,,,,CFI Checkride
10/18/2000,PA-28-161,98PF,1,GFK GFK,1.0,,,1,,,,,,,,,1.0,,1.0,,,,
11/22/2000,C172,6338D,1,GFK GFK,1.3,,,1,,,,,,,,,1.3,,1.3,,,,
1/12/2001,PA-28-161,157ND,1,GFK GAF GFK,2.0,2.0,,6,,,,,,,,,2.0,,2.0,,,,
1/19/2001,PA-28-161,267ND,1,GFK GFK,1.2,,,1,,,,,,,,,1.2,,,1.2,,,
1/22/2001,PA-28-161,267ND,1,GFK GFK,1.1,,,1,,,,,,,,,1.1,,,1.1,,,
1/24/2001,PA-28-161,273ND,1,GFK TVF GFK,1.5,1.5,,1,,,,,,,,,1.5,,,1.5,,,
1/31/2001,PA-28-161,240ND,1,GFK GFK,1.3,,,1,,,,,,,,,1.3,,,1.3,,,
2/5/2001,PA-28-161,251ND,1,GFK GAF GFK,1.5,1.5,,1,,,,,,,,,1.5,,,1.5,,,
2/7/2001,PA-28-161,241ND,1,GFK GFK,1.3,,,1,,,,,,,,,1.3,,,1.3,,,
2/9/2001,PA-28-161,266ND,1,GFK Y37 GFK,1.8,1.8,,1,,,,,,,,,1.8,,,1.8,,,
2/16/2001,PA-28-161,248ND,1,GFK GFK,1.4,,,1,,,,,,,,,1.4,,,1.4,,,
2/16/2001,PA-28-161,224ND,1,GFK GFK,1.0,,,1,,,,,,,,,1.0,,,1.0,,,
2/18/2001,PA-28-161,224ND,1,GFK GFK,1.5,,,1,,,,,,,,,1.5,,,1.5,,,
2/20/2001,PA-28-161,130ND,1,GFK GFK,1.8,,,1,,,,,,,,,1.8,,,1.8,,,
2/21/2001,PA-28-161,266ND,1,GFK GFK,1.5,,,1,,,,,,,,,1.5,,,1.5,,,
2/26/2001,PA-28-161,155ND,1,GFK GFK,1.6,,,1,,,,,,,,,1.6,,,1.6,,,
3/1/2001,PA-28-161,238ND,1,GFK TVF GFK,2.1,2.1,,1,,,,,,,,,2.1,,,2.1,,,
3/2/2001,PA-28-161,238ND,1,GFK GFK,1.3,,,1,,,,,,,,,1.3,,,1.3,,,
3/4/2001,PA-28-161,254ND,1,GFK 2C1 GFK,1.5,1.5,,1,,,,,,,,,1.5,,,1.5,,,
3/5/2001,PA-28-161,253ND,1,GFK GAF GFK,1.0,1.0,,1,,,,,,,,,1.0,,,1.0,,,
3/6/2001,PA-28-161,238ND,1,GFK GFK,1.1,,,1,,,,,,,,,1.1,,,1.1,,,
3/7/2001,PA-28-161,273ND,1,GFK GFK,1.3,,,1,,,,,,,,,1.3,,,1.3,,,
3/13/2001,PA-28-161,243ND,1,GFK GFK,1.4,,,1,,,,,,,,,1.4,,,1.4,,,
3/15/2001,PA-28-161,262ND,1,GFK GFK,1.3,,,1,,,,,,,,,1.3,,,1.3,,,
3/16/2001,PA-28-161,159ND,1,GFK GFK,1.5,,,1,,,,,,,,,1.5,,,1.5,,,
3/22/2001,PA-28-161,261ND,1,GFK GFK,1.4,,,1,,,,,,,,,1.4,,,1.4,,,
3/24/2001,PA-28-161,221ND,1,GFK GFK,1.3,,,1,,,,,,,,,1.3,,,1.3,,,
3/27/2001,PA-28-161,247ND,1,GFK GFK,0.9,,,1,,,,,,,,,0.9,,,0.9,,,
4/2/2001,PA-28-161,242ND,1,GFK CKN GFK,1.4,1.4,,1,,,,,,,,,1.4,,,1.4,,,
4/2/2001,PA-28-161,249ND,1,GFK GFK,1.4,,,1,,,,,,,,,1.4,,,1.4,,,
4/3/2001,PA-28-161,277ND,1,GFK GAF GFK,1.4,1.4,,1,,,,,,,,,1.4,,,1.4,,,
4/12/2001,PA-28-161,249ND,1,GFK GFK,1.6,,,1,,,,,,,,,1.6,,,1.6,,,
4/18/2001,PA-28-161,238ND,1,GFK Y37 GFK,1.5,1.5,,1,,,,,,,,,1.5,,,1.5,,,
4/23/2001,PA-28-161,275ND,1,GFK GFK,1.3,,,1,,,,,,,,,1.3,,,1.3,,,
4/24/2001,PA-28-161,224ND,1,GFK TVF ROX GFK,2.8,2.8,,1,,,,,,,2.3,,2.8,,,2.8,,,
4/24/2001,PA-28-161,267ND,1,GFK GFK,0.5,,,1,3,,,,,,,,0.5,,,,,,
4/25/2001,PA-28-161,244ND,1,GFK GFK,1.7,,,1,,,,,1.7,,,,1.7,,,1.7,,,
4/26/2001,PA-28-161,242ND,1,GFK FSE GFK,1.7,1.7,,1,3,,,,1.7,,,,1.7,,,1.7,,,
5/4/2001,PA-28-161,115ND,1,GFK GFK,0.8,,,1,,,,,,,,,0.8,,,0.8,,,
5/11/2001,PA-28-161,243ND,1,GFK GFK,1.6,,,1,,,,,,,,,1.6,,,1.6,,,
5/13/2001,PA-28-161,282ND,1,GFK GFK,1.5,,,,3,,,,1.5,,,,1.5,,,1.5,,,
5/25/2001,PA-28-161,230ND,1,GFK GFK,0.7,,,,6,,,,0.7,,,,0.7,,,0.7,,,
6/2/2001,PA-28-161,266ND,1,GFK FSE GFK,1.5,1.5,,,2,,,,1.5,,,,1.5,,,1.5,,,
6/4/2001,PA-28-161,241ND,1,GFK 2LI GFK,1.2,1.2,,1,,,,,,,,,1.2,,,1.2,,,
6/15/2001,PA-28-161,261ND,1,GFK GFK,1.1,,,1,,,,,,,,,1.1,,,1.1,,,
6/15/2001,PA-28-161,250ND,1,GFK GFK,1.0,,,1,,,,,,,,,1.0,,,1.0,,,
6/16/2001,PA-28-161,261ND,1,GFK GFK,1.3,,,1,,,,,,,,,1.3,,,1.3,,,
6/16/2001,PA-28-161,260ND,1,GFK GFK,1.1,,,1,,,,,,,,,1.1,,,1.1,,,
6/17/2001,PA-28-161,266ND,1,GFK GFK,1.2,,,1,,,,,,,,,1.2,,,1.2,,,
